Timestamp,Name,DURATION,Genre,Acousticness,Loudness,Liveness,Instrumentality,Energy,Target,Tempo,Rating
9/19/2020 0:44,Ghum,SHORT,jazz,LOW,LOW,MEDIUM,HIGH,MEDIUM,1,HIGH,5
9/19/2020 0:45,Tumi Amar Prothom Sokal,MEDIUM,folk,LOW,MEDIUM,HIGH,LOW,LOW,1,HIGH,5
9/19/2020 0:46,Tomari Poroshe,MEDIUM,folk,MEDIUM,HIGH,LOW,LOW,MEDIUM,1,HIGH,3
9/19/2020 0:46,Kothay Tumi,LONG,jazz,LOW,LOW,LOW,MEDIUM,HIGH,1,HIGH,4
9/19/2020 0:47,Amar Sokol Asha,MEDIUM,pop,HIGH,LOW,LOW,MEDIUM,HIGH,1,MEDIUM,4
9/19/2020 0:48,Mane na Mana,SHORT,rnb,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,1,MEDIUM,5
9/19/2020 0:48,Akasher Tara,LONG,folk,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,1,MEDIUM,5
9/19/2020 0:49,Ei Rat Tomar Amar,SHORT,rock,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,1,HIGH,4
9/19/2020 0:49,Chaina Meye ,SHORT,rock,HIGH,MEDIUM,LOW,MEDIUM,HIGH,1,LOW,3
9/19/2020 0:50,Shei Tumi,MEDIUM,rock,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,1,HIGH,5
9/19/2020 0:51,Mon Amar Eknotun,LONG,rock,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,1,LOW,4
9/19/2020 1:17,O Nodi Re,MEDIUM,rock,HIGH,LOW,LOW,HIGH,MEDIUM,1,HIGH,4
9/19/2020 1:21,Tumi Je Acho Tai,MEDIUM,folk,HIGH,MEDIUM,MEDIUM,LOW,HIGH,1,HIGH,4
9/19/2020 1:27,Adho Adho Chayate,MEDIUM,pop,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,1,HIGH,5
9/19/2020 1:28,Ami Kulhara Kolonkini,SHORT,folk,MEDIUM,HIGH,HIGH,LOW,MEDIUM,1,LOW,5
9/19/2020 1:34,Dhakai sharee,MEDIUM,pop,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,HIGH,4
9/19/2020 1:35,Prothom sokal,LONG,folk,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,1,HIGH,3
9/19/2020 1:50,O Amar Bondhu Go,MEDIUM,pop,MEDIUM,LOW,HIGH,HIGH,MEDIUM,1,LOW,3
9/19/2020 1:58,O Vogoban,MEDIUM,pop,MEDIUM,HIGH,LOW,HIGH,HIGH,0,MEDIUM,5
9/19/2020 1:59,Nare Na,MEDIUM,pop,LOW,MEDIUM,HIGH,MEDIUM,LOW,0,MEDIUM,2
9/19/2020 2:00,Tumi Je Amar Kobita,MEDIUM,rnb,HIGH,HIGH,LOW,HIGH,MEDIUM,1,HIGH,4
9/19/2020 2:01,Aj Ai Akash,MEDIUM,folk,HIGH,MEDIUM,MEDIUM,LOW,LOW,1,MEDIUM,5
9/19/2020 2:07,Kache Asho na,MEDIUM,jazz,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,MEDIUM,1
9/19/2020 2:11,Se Ki Firbena,MEDIUM,rock,HIGH,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/19/2020 2:37,Mon Majhare,MEDIUM,pop,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,0,HIGH,2
9/19/2020 2:39,Ore Shampanwala,SHORT,rock,HIGH,HIGH,MEDIUM,HIGH,MEDIUM,0,MEDIUM,2
9/19/2020 2:41,Tor Hoye Jete Chai,MEDIUM,rnb,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,0,LOW,2
9/19/2020 2:42,Shune ne,LONG,folk,LOW,MEDIUM,LOW,MEDIUM,HIGH,0,LOW,2
9/19/2020 2:43,Kon Gopone,SHORT,jazz,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,0,LOW,2
9/22/2020 0:35,Conclusion - Odyssey,MEDIUM,rock,MEDIUM,HIGH,MEDIUM,LOW,LOW,1,HIGH,4
9/22/2020 0:38,Bolte Bolte Cholte Cholte,SHORT,pop,MEDIUM,MEDIUM,LOW,HIGH,LOW,1,LOW,5
9/22/2020 0:39,Parbona,MEDIUM,pop,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,1,LOW,4
9/22/2020 0:40,Ghum - Odd Signature,MEDIUM,rnb,LOW,LOW,MEDIUM,LOW,LOW,0,MEDIUM,2
9/22/2020 0:40,Indalo - 1996,LONG,pop,MEDIUM,LOW,HIGH,HIGH,LOW,1,HIGH,2
9/22/2020 0:41,Tumi Amar-Jony,LONG,pop,HIGH,LOW,LOW,MEDIUM,LOW,0,LOW,3
9/22/2020 0:41,Avash,SHORT,jazz,MEDIUM,LOW,HIGH,HIGH,LOW,1,MEDIUM,5
9/22/2020 0:42,BANGLA FIVE,MEDIUM,rnb,HIGH,LOW,MEDIUM,MEDIUM,LOW,1,HIGH,3
9/22/2020 0:42,Amar Hiyar Majhe- Retouched,MEDIUM,folk,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/22/2020 0:42,Jontrona,LONG,folk,HIGH,HIGH,HIGH,HIGH,HIGH,0,HIGH,1
9/22/2020 0:43,Ekdin Matir Vitor Ghor Hobe-Baul,MEDIUM,folk,HIGH,MEDIUM,HIGH,LOW,MEDIUM,1,HIGH,5
9/22/2020 0:43,Indalo,SHORT,jazz,LOW,MEDIUM,MEDIUM,LOW,LOW,0,HIGH,2
9/22/2020 0:44,Ekhono,LONG,pop,LOW,MEDIUM,LOW,HIGH,LOW,0,HIGH,1
9/22/2020 0:45,Aj raate kono rupkotha nei,MEDIUM,folk,MEDIUM,LOW,HIGH,MEDIUM,LOW,1,MEDIUM,5
9/22/2020 0:46,Keno Piriti baraila re bondhu- Habib,MEDIUM,folk,HIGH,LOW,MEDIUM,LOW,LOW,1,MEDIUM,5
9/22/2020 0:46,PAPRI KENO BOJHENA,SHORT,pop,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,1,LOW,2
9/22/2020 0:47,Ghorgari,LONG,rnb,MEDIUM,MEDIUM,HIGH,LOW,HIGH,1,MEDIUM,4
9/22/2020 0:47,Shudhu Tomar Jonno- Dhruba,LONG,jazz,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,0,MEDIUM,3
9/22/2020 0:47,Ekta chele,LONG,folk,HIGH,LOW,HIGH,HIGH,MEDIUM,1,MEDIUM,3
9/22/2020 0:48,Meghomilon- Tanjib,MEDIUM,pop,LOW,MEDIUM,LOW,MEDIUM,LOW,0,LOW,2
9/22/2020 0:49,Recall - Ghum,MEDIUM,rnb,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,1,MEDIUM,3
9/22/2020 0:49,Ami shunechi shedin tumi,MEDIUM,folk,HIGH,LOW,HIGH,MEDIUM,LOW,1,LOW,5
9/22/2020 0:50,Aami Ashbo Phirey,LONG,rock,HIGH,LOW,HIGH,HIGH,MEDIUM,1,HIGH,5
9/22/2020 0:51,Mojar Manush,SHORT,jazz,MEDIUM,LOW,HIGH,HIGH,MEDIUM,1,LOW,4
9/22/2020 0:51,Etota Valobashi- Recall,SHORT,rock,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,1,MEDIUM,5
9/22/2020 0:52,Tomar jonno- Arnob,MEDIUM,rnb,MEDIUM,LOW,HIGH,LOW,MEDIUM,1,MEDIUM,4
9/22/2020 0:53,Tumi Ashbe Bolei,MEDIUM,jazz,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,0,MEDIUM,2
9/22/2020 0:53,Khachar Pakhi,LONG,folk,MEDIUM,LOW,LOW,LOW,LOW,0,MEDIUM,2
9/22/2020 0:54,hariye Fela Bhalobasha- Habib,MEDIUM,pop,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,0,MEDIUM,4
9/22/2020 0:54,Fuad Dui Duita girl friend,MEDIUM,rnb,MEDIUM,MEDIUM,LOW,HIGH,HIGH,0,HIGH,1
9/22/2020 0:55,Tomake,LONG,rock,HIGH,MEDIUM,HIGH,HIGH,HIGH,1,MEDIUM,5
9/22/2020 0:56,Amar Ekla Akash- Shreya,SHORT,jazz,HIGH,MEDIUM,HIGH,LOW,LOW,1,LOW,4
9/22/2020 0:56,Jadukor,MEDIUM,rock,HIGH,HIGH,HIGH,HIGH,HIGH,1,MEDIUM,5
9/22/2020 0:56,TRIBUTE to IDOLS,LONG,jazz,MEDIUM,MEDIUM,LOW,HIGH,MEDIUM,0,MEDIUM,1
9/22/2020 0:56,Khorkutar ek Basha Badhlam,MEDIUM,folk,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,0,HIGH,1
9/22/2020 0:57,Jhoriye Dao,MEDIUM,rnb,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/22/2020 0:57,Tumi ki amay ager moto valobasho,MEDIUM,jazz,MEDIUM,LOW,LOW,HIGH,LOW,1,MEDIUM,1
9/22/2020 0:58,She j boshe ache- Arnob,SHORT,rock,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,1,MEDIUM,5
9/22/2020 0:59,Sokhi Bhabona Kahare Bole,SHORT,jazz,HIGH,MEDIUM,LOW,MEDIUM,LOW,1,LOW,4
9/22/2020 1:00,Hariye Jao- Arbovirus,LONG,rock,LOW,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/22/2020 1:01,Jawl Phoring- Hemlock Society,SHORT,pop,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,0,MEDIUM,5
9/22/2020 1:02,Tomar kotha shunte,MEDIUM,rock,HIGH,MEDIUM,LOW,HIGH,MEDIUM,0,MEDIUM,2
9/22/2020 1:02,Age Jodi Jantam re Bondhu ,SHORT,folk,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,1,HIGH,4
9/22/2020 1:02,Ekta gopon kotha,MEDIUM,pop,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,1,MEDIUM,3
9/22/2020 1:03,Melay Jaire,MEDIUM,rnb,LOW,MEDIUM,MEDIUM,LOW,HIGH,1,MEDIUM,5
9/22/2020 1:03,Oniket Prantor,LONG,rock,HIGH,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/22/2020 1:04,Se je boshe ase,MEDIUM,jazz,LOW,LOW,MEDIUM,LOW,MEDIUM,1,LOW,3
9/22/2020 1:04,Bondhu tor laiga re amar tonu jorojor,LONG,folk,HIGH,LOW,MEDIUM,MEDIUM,LOW,0,MEDIUM,2
9/22/2020 1:04,Tumi ki shara dibe,MEDIUM,pop,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,1,HIGH,4
9/22/2020 1:05,Nikosh kalo ei adhare,MEDIUM,rnb,LOW,LOW,MEDIUM,LOW,LOW,1,LOW,4
9/22/2020 1:06,Bondhu Tomay- Chandrabindu,LONG,jazz,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,0,HIGH,1
9/22/2020 1:06,Majhe majhe tobu dekha pai,LONG,pop,LOW,LOW,MEDIUM,MEDIUM,LOW,1,LOW,2
9/22/2020 1:07,Coffe House,LONG,rnb,LOW,LOW,HIGH,LOW,MEDIUM,1,LOW,5
9/22/2020 1:07,Ei raat Tomar Amar,SHORT,jazz,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,0,LOW,3
9/22/2020 1:08,Purnota,LONG,pop,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,1,LOW,5
9/22/2020 1:09,Rupkotha,LONG,rnb,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,1,LOW,5
9/22/2020 1:10,Dukkho bilash,LONG,rock,HIGH,HIGH,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/22/2020 1:10,Sritir Chera Pata-shunno,MEDIUM,rock,LOW,HIGH,HIGH,HIGH,HIGH,0,MEDIUM,4
9/22/2020 1:10,Gaibona,MEDIUM,rnb,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,1,MEDIUM,3
9/22/2020 1:11,Pagla Hawa By James,SHORT,pop,LOW,HIGH,HIGH,MEDIUM,HIGH,1,HIGH,4
9/22/2020 1:12,Dil ki doya,MEDIUM,folk,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,1,MEDIUM,5
9/22/2020 1:12,Ekhon Onek Raat,SHORT,jazz,HIGH,MEDIUM,LOW,MEDIUM,LOW,1,LOW,3
9/22/2020 1:13,Ei mon jochonay,MEDIUM,rnb,LOW,HIGH,LOW,MEDIUM,MEDIUM,0,LOW,1
9/22/2020 1:14,Koi Roila Re Bondhu,MEDIUM,folk,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,1,LOW,5
9/22/2020 1:14,Deho Ghori Kun Faya Kun,SHORT,folk,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,1,LOW,4
9/22/2020 1:15,Hridoyer Kotha- Habib & Nancy,MEDIUM,jazz,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,1,HIGH,3
9/22/2020 1:15,TAARAI TAARAI,MEDIUM,rock,HIGH,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/22/2020 1:16,Nemesis- Kobe,MEDIUM,rock,LOW,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/22/2020 1:16,Ei amar shohor,SHORT,rnb,LOW,LOW,LOW,MEDIUM,LOW,0,LOW,1
9/22/2020 1:16,jhoom,MEDIUM,pop,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,1,MEDIUM,4
9/22/2020 1:17,valobasha tarpor by Arnob,MEDIUM,pop,HIGH,MEDIUM,LOW,MEDIUM,LOW,1,LOW,3
9/22/2020 1:18,Ornob-Hok Kolorob,SHORT,jazz,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,1,MEDIUM,3
9/22/2020 1:19,E Tumi Kemon Tumi,SHORT,jazz,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,0,MEDIUM,2
9/22/2020 1:19,Ei amar shohor,SHORT,rock,MEDIUM,LOW,LOW,MEDIUM,LOW,0,LOW,1
9/22/2020 1:20,Ek Akasher Tara- Ayub Bacchu,MEDIUM,pop,LOW,LOW,HIGH,LOW,HIGH,1,HIGH,4
9/22/2020 1:21,Majhi Re-Bong,MEDIUM,jazz,LOW,LOW,LOW,MEDIUM,LOW,0,MEDIUM,1
9/22/2020 1:22,Nitol Payer Rinik Jhinik Payel Khani baje,MEDIUM,pop,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,1,MEDIUM,4
9/22/2020 1:23,Uthche Jege Shokalgulo,SHORT,pop,MEDIUM,LOW,MEDIUM,LOW,LOW,0,LOW,2
9/22/2020 1:23,O amar shoki,MEDIUM,rnb,LOW,HIGH,LOW,LOW,LOW,0,MEDIUM,1
9/22/2020 1:24,Amar Poth CholaAmar Poth Chola,LONG,pop,HIGH,HIGH,MEDIUM,HIGH,MEDIUM,0,MEDIUM,2
9/22/2020 1:24,Moner Janala Dhore-Srikanta,SHORT,folk,HIGH,MEDIUM,LOW,HIGH,LOW,1,LOW,4
9/22/2020 1:28,Doob Habib,MEDIUM,rnb,MEDIUM,HIGH,MEDIUM,LOW,LOW,0,MEDIUM,3
9/22/2020 1:28,Srotoshinni,MEDIUM,jazz,LOW,MEDIUM,LOW,LOW,LOW,0,LOW,1
9/22/2020 1:29,Indalo - Obosheshe,MEDIUM,pop,LOW,LOW,LOW,MEDIUM,LOW,0,LOW,2
9/22/2020 1:29,Matir o Pinjirar Majhe,LONG,folk,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,1,HIGH,5
9/22/2020 1:30,Na Pawar Golpo,MEDIUM,jazz,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,0,MEDIUM,1
9/22/2020 1:30,Saiyan,SHORT,rnb,LOW,HIGH,LOW,LOW,MEDIUM,0,MEDIUM,1
9/22/2020 1:30,Nam chara gan,SHORT,folk,LOW,LOW,LOW,MEDIUM,LOW,0,LOW,1
9/22/2020 1:31,Tumi Kemon Kore Gaan Koro,SHORT,jazz,MEDIUM,LOW,LOW,MEDIUM,LOW,0,MEDIUM,2
9/22/2020 1:31,Ashomapto,MEDIUM,jazz,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,1,LOW,3
9/22/2020 1:32,Ami Tomakei Bole Debo,MEDIUM,pop,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,5
9/22/2020 1:32,minerva,LONG,rnb,LOW,LOW,MEDIUM,LOW,LOW,0,MEDIUM,4
9/22/2020 1:33,Tomake Vebe Lekha- Shanto ft Fuad,MEDIUM,rock,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,1,MEDIUM,5
9/22/2020 1:33,Mon boshena ,SHORT,jazz,LOW,MEDIUM,LOW,LOW,MEDIUM,0,LOW,1
9/22/2020 1:34,Loke bole,MEDIUM,folk,MEDIUM,LOW,HIGH,LOW,MEDIUM,1,HIGH,5
9/22/2020 1:34,keno ,MEDIUM,jazz,LOW,LOW,LOW,MEDIUM,MEDIUM,0,LOW,4
9/22/2020 1:35,Tumi Robe Nirobe,SHORT,jazz,HIGH,LOW,MEDIUM,MEDIUM,LOW,1,LOW,4
9/22/2020 1:35,opekkha,MEDIUM,rnb,MEDIUM,LOW,HIGH,LOW,LOW,1,MEDIUM,4
9/22/2020 1:36,Sesh Gaan- Aurthohin,MEDIUM,rock,HIGH,HIGH,HIGH,HIGH,HIGH,0,HIGH,4
9/22/2020 1:36,Obosh Onuvutir Deyal,LONG,folk,LOW,HIGH,MEDIUM,HIGH,MEDIUM,1,LOW,5
9/22/2020 1:37,Choker Nojor Amni koira ,MEDIUM,pop,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,0,MEDIUM,4
9/22/2020 1:38,Bangladesh- James,LONG,rock,LOW,HIGH,HIGH,MEDIUM,MEDIUM,1,HIGH,5
9/22/2020 1:39,Bhatiali -kano kene mon pagla re,LONG,folk,HIGH,LOW,MEDIUM,MEDIUM,LOW,0,MEDIUM,3
9/22/2020 1:42,Akash Vora Tara,SHORT,folk,MEDIUM,LOW,LOW,MEDIUM,LOW,1,LOW,3
9/22/2020 1:43,Amar shotto karnival,SHORT,rock,LOW,MEDIUM,LOW,LOW,MEDIUM,0,LOW,4
9/22/2020 1:43,super hit,SHORT,jazz,LOW,HIGH,MEDIUM,LOW,MEDIUM,0,HIGH,1
9/22/2020 1:43,odhora,LONG,pop,MEDIUM,HIGH,LOW,HIGH,MEDIUM,1,HIGH,4
9/22/2020 1:44,HARIYE JAO,LONG,rnb,MEDIUM,HIGH,LOW,HIGH,HIGH,0,HIGH,4
9/22/2020 1:45,Ami baro Mash tomay valobashi,MEDIUM,rnb,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,1,MEDIUM,1
9/22/2020 1:45,jaatra,LONG,pop,HIGH,HIGH,HIGH,HIGH,MEDIUM,0,HIGH,1
9/22/2020 1:45,Eka Ekela Mon,MEDIUM,rnb,HIGH,MEDIUM,LOW,MEDIUM,LOW,0,LOW,2
9/22/2020 1:46,Attoshorgo,LONG,pop,HIGH,MEDIUM,LOW,MEDIUM,HIGH,1,MEDIUM,4
9/22/2020 1:46,Bodhua Amar Chokhe jol Eneche,MEDIUM,folk,HIGH,LOW,MEDIUM,LOW,LOW,0,MEDIUM,4
9/22/2020 1:47,Taray Taray-James,MEDIUM,pop,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,0,MEDIUM,4
9/22/2020 1:47,Mayabono Biharini ,SHORT,folk,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,1,LOW,3
9/22/2020 1:48,Pothe Pothe Cholte Cholte,MEDIUM,jazz,HIGH,LOW,LOW,HIGH,LOW,0,LOW,1
9/22/2020 1:50,Joto dure,LONG,jazz,LOW,MEDIUM,LOW,MEDIUM,LOW,0,LOW,2
9/22/2020 1:51,Kobe,MEDIUM,rnb,MEDIUM,LOW,HIGH,HIGH,MEDIUM,1,LOW,5
9/22/2020 2:00,Epitaph,MEDIUM,jazz,MEDIUM,LOW,MEDIUM,HIGH,LOW,0,LOW,1
9/22/2020 2:02,Aaj raate kono rupkotha nei,MEDIUM,rnb,LOW,MEDIUM,LOW,MEDIUM,LOW,1,MEDIUM,3
9/22/2020 2:07,Amar tumi,MEDIUM,pop,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,0,HIGH,1
9/22/2020 2:08,Tomake Chai,SHORT,jazz,MEDIUM,HIGH,LOW,HIGH,HIGH,0,HIGH,2
9/22/2020 2:08,Charbona,SHORT,rnb,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,0,HIGH,2
9/22/2020 2:08,Amar Ei Poth Cholatei Anondo,SHORT,folk,HIGH,LOW,MEDIUM,MEDIUM,LOW,1,MEDIUM,4
9/22/2020 2:09,Ki jani,MEDIUM,rock,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,0,MEDIUM,3
9/22/2020 2:09,Boro Asha,LONG,jazz,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,0,LOW,2
9/22/2020 2:09,Tomake Bolar Cchilo,SHORT,jazz,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,0,LOW,2
9/22/2020 2:11,Jibon Amar,MEDIUM,rock,MEDIUM,HIGH,HIGH,MEDIUM,LOW,0,MEDIUM,2
9/22/2020 2:11,Ruper oi pradeep jele,SHORT,folk,HIGH,MEDIUM,LOW,MEDIUM,LOW,0,MEDIUM,1
9/22/2020 2:12,Amar Prithibi,MEDIUM,folk,HIGH,LOW,HIGH,LOW,MEDIUM,0,LOW,2
9/22/2020 2:12,Tomar Kache Bristi Din,MEDIUM,folk,MEDIUM,LOW,LOW,LOW,LOW,0,LOW,1
9/22/2020 2:12,Amar jibon,SHORT,rock,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,0,HIGH,2
9/22/2020 2:13,Tumi Robe Nirobe- Srikanta,SHORT,folk,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,1,LOW,5
9/22/2020 2:13,Sarata Din,MEDIUM,rock,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,0,LOW,2
9/22/2020 2:13,Brishti Paye Paye ,MEDIUM,jazz,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,0,LOW,1
9/22/2020 2:14,Bedona,SHORT,folk,LOW,MEDIUM,LOW,MEDIUM,LOW,0,MEDIUM,4
9/22/2020 2:14,Hridoy Amar,LONG,folk,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,0,LOW,3
9/22/2020 2:14,AB- Shei Tara Vora Raate,MEDIUM,rock,LOW,HIGH,HIGH,HIGH,HIGH,1,MEDIUM,3
9/22/2020 2:15,Tomar Amar Prem,SHORT,jazz,HIGH,LOW,MEDIUM,HIGH,MEDIUM,0,LOW,2
9/22/2020 2:15,Bangladesh,LONG,folk,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,1,LOW,4
9/22/2020 2:15,Janina,SHORT,jazz,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,0,MEDIUM,2
9/22/2020 2:15,Ekbar Jodi keu Valobashto,MEDIUM,pop,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,0,LOW,1
9/22/2020 2:15,Amar Prem,LONG,folk,LOW,LOW,MEDIUM,MEDIUM,HIGH,0,MEDIUM,2
9/22/2020 2:16,Akhono,SHORT,pop,HIGH,HIGH,MEDIUM,HIGH,LOW,1,HIGH,4
9/22/2020 2:16,Bondho janala,MEDIUM,folk,MEDIUM,LOW,MEDIUM,LOW,HIGH,0,HIGH,5
9/22/2020 2:16,Firbena,MEDIUM,folk,MEDIUM,HIGH,MEDIUM,HIGH,LOW,0,MEDIUM,3
9/22/2020 2:17,Acid ke,MEDIUM,rock,MEDIUM,HIGH,LOW,MEDIUM,LOW,0,MEDIUM,4
9/22/2020 2:17,Srabon Megh,MEDIUM,pop,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,0,MEDIUM,2
9/22/2020 2:17,Na bola phul,MEDIUM,folk,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,1,MEDIUM,3
9/22/2020 2:19,Hok kolorob,SHORT,folk,LOW,MEDIUM,LOW,HIGH,HIGH,1,HIGH,5
9/22/2020 2:19,Jibon Amar,MEDIUM,rock,MEDIUM,LOW,LOW,MEDIUM,HIGH,0,HIGH,2
9/22/2020 2:19,O Amar,LONG,jazz,MEDIUM,LOW,HIGH,MEDIUM,LOW,1,MEDIUM,3
9/22/2020 2:19,Rater o akashe,SHORT,jazz,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,0,LOW,2
9/22/2020 2:19,Nirakar,SHORT,folk,HIGH,HIGH,HIGH,MEDIUM,HIGH,0,HIGH,4
9/22/2020 2:20,Tara nei,MEDIUM,pop,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,1,MEDIUM,3
9/22/2020 2:20,Ek Paye Nupur Amar,LONG,rnb,LOW,LOW,LOW,MEDIUM,LOW,1,LOW,4
9/22/2020 2:20,MA,SHORT,jazz,MEDIUM,LOW,MEDIUM,LOW,LOW,1,MEDIUM,4
9/22/2020 2:21,Jogonnather Adda,MEDIUM,jazz,HIGH,MEDIUM,LOW,MEDIUM,LOW,1,MEDIUM,2
9/22/2020 2:21,Moner Manush,LONG,folk,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,1,LOW,5
9/22/2020 2:22,Ekaki Govir Rate - Asif,MEDIUM,pop,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,0,MEDIUM,2
9/22/2020 2:22,Aamay Bhashaili Rey,LONG,folk,HIGH,LOW,HIGH,HIGH,MEDIUM,1,LOW,5
9/22/2020 2:23,Jawq pakhi bolo tare,SHORT,folk,LOW,LOW,HIGH,LOW,MEDIUM,1,LOW,4
9/22/2020 2:23,jhora pata ra ure jay-habib,MEDIUM,rnb,MEDIUM,HIGH,LOW,HIGH,MEDIUM,1,MEDIUM,1
9/22/2020 2:23,Moho,SHORT,jazz,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,0,MEDIUM,1
9/22/2020 2:24,Amar Nam,LONG,jazz,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/22/2020 2:24,Bondhu tomar Chokher Majhe,SHORT,folk,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,0,MEDIUM,4
9/22/2020 2:24,maya cycle,MEDIUM,rnb,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,0,LOW,5
9/22/2020 2:24,Ki nam,LONG,jazz,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,MEDIUM,2
9/22/2020 2:25,Hatte Hatte - Krishnokoli,MEDIUM,folk,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,0,LOW,5
9/22/2020 2:25,Tumi O Amar,MEDIUM,rock,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/22/2020 2:25,mohomokto,MEDIUM,folk,MEDIUM,LOW,HIGH,HIGH,MEDIUM,1,LOW,3
9/22/2020 2:25,Eka Ami,LONG,folk,LOW,MEDIUM,LOW,LOW,MEDIUM,1,HIGH,4
9/22/2020 2:25,Krishno Kola,SHORT,pop,HIGH,LOW,MEDIUM,MEDIUM,LOW,0,MEDIUM,4
9/22/2020 2:26,Dekha holo,LONG,jazz,MEDIUM,HIGH,LOW,HIGH,HIGH,1,HIGH,3
9/22/2020 2:26,Ki kore,MEDIUM,rock,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,1,LOW,4
9/22/2020 2:26,Moner mill,SHORT,folk,LOW,LOW,MEDIUM,LOW,LOW,0,LOW,1
